srcStateName,srcYear,Type of production of crops,Crop type,Crop Production,Area,Estimate of yield,YearCode,Year
Andhra Pradesh,2014-15,Non Foodgrains,Raw Jute & Mesta,50,7,1286,2014,"Financial Year (Apr - Mar), 2014"
Bihar,2013-14,Foodgrains,Coarse Cereals,2139.9,756.2,2830,2013,"Financial Year (Apr - Mar), 2013"
Goa,2015-16,Non Foodgrains,Oilseeds,4,1.9,2126,2015,"Financial Year (Apr - Mar), 2015"
Chhattisgarh,2013-14,Non Foodgrains,Raw Jute & Mesta,2.2,1.2,330,2013,"Financial Year (Apr - Mar), 2013"
Madhya Pradesh,2012-13,Fruits,Fruits,5450,195.4,,2012,"Financial Year (Apr - Mar), 2012"
Kerala,2011-12,Non Foodgrains,Oilseeds,2.3,1.9,1226,2011,"Financial Year (Apr - Mar), 2011"
Kerala,2015-16,Non Foodgrains,Oilseeds,0.7,0.6,1049,2015,"Financial Year (Apr - Mar), 2015"
Haryana,2014-15,Foodgrains,Rice,4006,1287,3113,2014,"Financial Year (Apr - Mar), 2014"
Maharashtra,2018-19,Foodgrains,Coarse Cereals,3096.7,3320,933,2018,"Financial Year (Apr - Mar), 2018"
Arunachal Pradesh,2012-13,Foodgrains,Wheat,4.4,2.9,1498,2012,"Financial Year (Apr - Mar), 2012"
Nagaland,2014-15,Non Foodgrains,Cotton (Lintt),,,,2014,"Financial Year (Apr - Mar), 2014"
Haryana,2016-17,Foodgrains,Rice,4453,1386,3213,2016,"Financial Year (Apr - Mar), 2016"
Haryana,2014-15,Foodgrains,Coarse Cereals,819,474,1728,2014,"Financial Year (Apr - Mar), 2014"
Mizoram,2017-18,Foodgrains,Coarse Cereals,9.5,6,1584,2017,"Financial Year (Apr - Mar), 2017"
Tamil Nadu,2016-17,Foodgrains,Pulses,427.1,785.1,544,2016,"Financial Year (Apr - Mar), 2016"
Maharashtra,2016-17,Non Foodgrains,Oilseeds,5113.5,4408.8,1160,2016,"Financial Year (Apr - Mar), 2016"
Arunachal Pradesh,2017-18,Vegetables,Vegetables,16.6,2.6,,2017,"Financial Year (Apr - Mar), 2017"
Andhra Pradesh,2017-18,Non Foodgrains,Raw Jute & Mesta,47.2,5,1700,2017,"Financial Year (Apr - Mar), 2017"
Arunachal Pradesh,2017-18,Non Foodgrains,Raw Jute & Mesta,,0.3,,2017,"Financial Year (Apr - Mar), 2017"
Uttar Pradesh,2019-20,Non Foodgrains,Oilseeds,1146.2,1262.3,908,2019,"Financial Year (Apr - Mar), 2019"
Nagaland,2015-16,Non Foodgrains,Oilseeds,68.6,65.5,1047,2015,"Financial Year (Apr - Mar), 2015"
Telangana,2012-13,Non Foodgrains,Sugarcane,3574,41,87171,2012,"Financial Year (Apr - Mar), 2012"
Kerala,2016-17,Non Foodgrains,Sugarcane,113.1,1.1,106425,2016,"Financial Year (Apr - Mar), 2016"
Manipur,2017-18,Foodgrains,Coarse Cereals,63.1,26.9,2343,2017,"Financial Year (Apr - Mar), 2017"
Uttar Pradesh,2015-16,Non Foodgrains,Sugarcane,145385,2169,67029,2015,"Financial Year (Apr - Mar), 2015"
Nagaland,2019-20,Fruits,Fruits,315.6,33.7,,2019,"Financial Year (Apr - Mar), 2019"
Gujarat,2016-17,Foodgrains,Wheat,2737,995,,2016,"Financial Year (Apr - Mar), 2016"
Goa,2019-20,Foodgrains,Pulses,3.9,4.4,877,2019,"Financial Year (Apr - Mar), 2019"
Gujarat,2013-14,Foodgrains,Pulses,729,813,897,2013,"Financial Year (Apr - Mar), 2013"
Uttar Pradesh,2017-18,Non Foodgrains,Raw Jute & Mesta,,,,2017,"Financial Year (Apr - Mar), 2017"
Punjab,2019-20,Foodgrains,Pulses,29.2,33.5,871,2019,"Financial Year (Apr - Mar), 2019"
Bihar,2014-15,Foodgrains,Wheat,3987,2154.4,1851,2014,"Financial Year (Apr - Mar), 2014"
Delhi,2012-13,Non Foodgrains,Oilseeds,8.6,6.8,1265,2012,"Financial Year (Apr - Mar), 2012"
Maharashtra,2019-20,Non Foodgrains,Oilseeds,5177,4526.2,1144,2019,"Financial Year (Apr - Mar), 2019"
West Bengal,2014-15,Non Foodgrains,Cotton (Lintt),,,,2014,"Financial Year (Apr - Mar), 2014"
Madhya Pradesh,2012-13,Foodgrains,Coarse Cereals,2616.2,1639.5,1596,2012,"Financial Year (Apr - Mar), 2012"
Tamil Nadu,2011-12,Non Foodgrains,Sugarcane,38575.7,346.4,111378,2011,"Financial Year (Apr - Mar), 2011"
Himachal Pradesh,2019-20,Non Foodgrains,Sugarcane,32,1.6,19971,2019,"Financial Year (Apr - Mar), 2019"
Bihar,2012-13,Foodgrains,Wheat,5357.2,2207.7,2427,2012,"Financial Year (Apr - Mar), 2012"
Tripura,2012-13,Foodgrains,Coarse Cereals,4.7,3.6,1295,2012,"Financial Year (Apr - Mar), 2012"
Maharashtra,2019-20,Foodgrains,Pulses,3736,4192.4,891,2019,"Financial Year (Apr - Mar), 2019"
Tamil Nadu,2014-15,Foodgrains,Coarse Cereals,3142.6,859.3,3657,2014,"Financial Year (Apr - Mar), 2014"
Jammu and Kashmir,2018-19,Non Foodgrains,Sugarcane,0,,,2018,"Financial Year (Apr - Mar), 2018"
Assam,2016-17,Foodgrains,Wheat,23.5,17.5,1344,2016,"Financial Year (Apr - Mar), 2016"
Maharashtra,2012-13,Foodgrains,Pulses,2306,3274,704,2012,"Financial Year (Apr - Mar), 2012"
Sikkim,2014-15,Foodgrains,Rice,20.1,11,1818,2014,"Financial Year (Apr - Mar), 2014"
Rajasthan,2012-13,Vegetables,Vegetables,873.5,224.4,,2012,"Financial Year (Apr - Mar), 2012"
Maharashtra,2018-19,Fruits,Fruits,10822.8,757,,2018,"Financial Year (Apr - Mar), 2018"
Goa,2011-12,Non Foodgrains,Sugarcane,46.6,0.9,50630,2011,"Financial Year (Apr - Mar), 2011"
Sikkim,2017-18,Vegetables,Vegetables,229.1,38.4,,2017,"Financial Year (Apr - Mar), 2017"
Jammu and Kashmir,2014-15,Foodgrains,Pulses,9.2,24.3,381,2014,"Financial Year (Apr - Mar), 2014"
Assam,2017-18,Non Foodgrains,Raw Jute & Mesta,861.5,73.4,2114,2017,"Financial Year (Apr - Mar), 2017"
Uttarakhand,2019-20,Non Foodgrains,Sugarcane,6937.7,92,75410,2019,"Financial Year (Apr - Mar), 2019"
Rajasthan,2019-20,Non Foodgrains,Raw Jute & Mesta,,,,2019,"Financial Year (Apr - Mar), 2019"
Kerala,2019-20,Foodgrains,Rice,605.6,198.2,3056,2019,"Financial Year (Apr - Mar), 2019"
Goa,2019-20,Foodgrains,Wheat,,,3268,2019,"Financial Year (Apr - Mar), 2019"
Punjab,2015-16,Vegetables,Vegetables,4301.6,213.9,,2015,"Financial Year (Apr - Mar), 2015"
Karnataka,2012-13,Foodgrains,Rice,3364,1278,2632,2012,"Financial Year (Apr - Mar), 2012"
Gujarat,2012-13,Foodgrains,Pulses,572.2,660,867,2012,"Financial Year (Apr - Mar), 2012"
Puducherry,2019-20,Foodgrains,Rice,59.4,18.2,3254,2019,"Financial Year (Apr - Mar), 2019"
Sikkim,2019-20,Vegetables,Vegetables,231.4,38.8,,2019,"Financial Year (Apr - Mar), 2019"
Rajasthan,2017-18,Non Foodgrains,Raw Jute & Mesta,,,,2017,"Financial Year (Apr - Mar), 2017"
Maharashtra,2012-13,Non Foodgrains,Cotton (Lintt),7655,4146,314,2012,"Financial Year (Apr - Mar), 2012"
Uttar Pradesh,2018-19,Foodgrains,Pulses,2408,2291,1051,2018,"Financial Year (Apr - Mar), 2018"
Kerala,2012-13,Non Foodgrains,Sugarcane,165.7,1.7,95241,2012,"Financial Year (Apr - Mar), 2012"
Gujarat,2018-19,Foodgrains,Coarse Cereals,1802.8,889.6,2027,2018,"Financial Year (Apr - Mar), 2018"
Assam,2015-16,Non Foodgrains,Sugarcane,1038.3,29.5,35245,2015,"Financial Year (Apr - Mar), 2015"
Puducherry,2011-12,Foodgrains,Pulses,1,2.4,417,2011,"Financial Year (Apr - Mar), 2011"
Chhattisgarh,2016-17,Non Foodgrains,Cotton (Lintt),,,,2016,"Financial Year (Apr - Mar), 2016"
Arunachal Pradesh,2013-14,Non Foodgrains,Raw Jute & Mesta,,,,2013,"Financial Year (Apr - Mar), 2013"
Assam,2012-13,Foodgrains,Rice,5128.5,2488.2,2061,2012,"Financial Year (Apr - Mar), 2012"
Karnataka,2017-18,Non Foodgrains,Oilseeds,970.7,1099,883,2017,"Financial Year (Apr - Mar), 2017"
Tamil Nadu,2016-17,Foodgrains,Wheat,,,,2016,"Financial Year (Apr - Mar), 2016"
Tripura,2014-15,Fruits,Fruits,819.1,71.8,,2014,"Financial Year (Apr - Mar), 2014"
Kerala,2019-20,Non Foodgrains,Oilseeds,0.2,0.3,733,2019,"Financial Year (Apr - Mar), 2019"
Maharashtra,2014-15,Non Foodgrains,Oilseeds,2850.2,4242,672,2014,"Financial Year (Apr - Mar), 2014"
Tripura,2019-20,Fruits,Fruits,564,54.8,,2019,"Financial Year (Apr - Mar), 2019"
Himachal Pradesh,2018-19,Foodgrains,Coarse Cereals,767.5,314,2445,2018,"Financial Year (Apr - Mar), 2018"
Mizoram,2018-19,Non Foodgrains,Oilseeds,2.8,2.3,1193,2018,"Financial Year (Apr - Mar), 2018"
Tripura,2015-16,Non Foodgrains,Cotton (Lintt),,,,2015,"Financial Year (Apr - Mar), 2015"
Bihar,2019-20,Non Foodgrains,Raw Jute & Mesta,802.1,62.1,2325,2019,"Financial Year (Apr - Mar), 2019"
Uttarakhand,2019-20,Fruits,Fruits,664.9,180.6,,2019,"Financial Year (Apr - Mar), 2019"
Uttar Pradesh,2012-13,Non Foodgrains,Raw Jute & Mesta,,,,2012,"Financial Year (Apr - Mar), 2012"
Assam,2013-14,Non Foodgrains,Sugarcane,1075.2,29.1,36973,2013,"Financial Year (Apr - Mar), 2013"
Rajasthan,2012-13,Foodgrains,Coarse Cereals,6912.9,5976.7,1157,2012,"Financial Year (Apr - Mar), 2012"
Nagaland,2011-12,Fruits,Fruits,347.7,33.7,,2011,"Financial Year (Apr - Mar), 2011"
Gujarat,2019-20,Foodgrains,Pulses,1057.3,902.4,1172,2019,"Financial Year (Apr - Mar), 2019"
Bihar,2012-13,Non Foodgrains,Oilseeds,143.3,128,1120,2012,"Financial Year (Apr - Mar), 2012"
Maharashtra,2019-20,Foodgrains,Rice,2897.6,1553,1866,2019,"Financial Year (Apr - Mar), 2019"
Arunachal Pradesh,2018-19,Non Foodgrains,Oilseeds,37,35.6,1040,2018,"Financial Year (Apr - Mar), 2018"
Odisha,2014-15,Vegetables,Vegetables,9413.5,668.5,,2014,"Financial Year (Apr - Mar), 2014"
Jharkhand,2012-13,Foodgrains,Rice,3164.9,1414.5,2238,2012,"Financial Year (Apr - Mar), 2012"
Odisha,2017-18,Foodgrains,Pulses,429.6,772.9,556,2017,"Financial Year (Apr - Mar), 2017"
Bihar,2018-19,Foodgrains,Rice,6155.5,3159.7,1948,2018,"Financial Year (Apr - Mar), 2018"
Rajasthan,2013-14,Non Foodgrains,Cotton (Lintt),1287,393,557,2013,"Financial Year (Apr - Mar), 2013"
Tripura,2011-12,Foodgrains,Coarse Cereals,5.1,3.7,1353,2011,"Financial Year (Apr - Mar), 2011"
Haryana,2017-18,Foodgrains,Pulses,69.4,72.2,961,2017,"Financial Year (Apr - Mar), 2017"
Uttar Pradesh,2019-20,Non Foodgrains,Raw Jute & Mesta,,,,2019,"Financial Year (Apr - Mar), 2019"
Karnataka,2016-17,Foodgrains,Rice,2604.8,1034,2519,2016,"Financial Year (Apr - Mar), 2016"
Nagaland,2018-19,Foodgrains,Rice,356.7,214.5,1663,2018,"Financial Year (Apr - Mar), 2018"
Maharashtra,2016-17,Foodgrains,Rice,3109.5,1535.3,2025,2016,"Financial Year (Apr - Mar), 2016"
Karnataka,2015-16,Non Foodgrains,Raw Jute & Mesta,,,,2015,"Financial Year (Apr - Mar), 2015"
West Bengal,2013-14,Vegetables,Vegetables,23045,1380.3,,2013,"Financial Year (Apr - Mar), 2013"
Jammu and Kashmir,2016-17,Foodgrains,Rice,572.2,283.4,2019,2016,"Financial Year (Apr - Mar), 2016"
Madhya Pradesh,2018-19,Vegetables,Vegetables,17773.2,898,,2018,"Financial Year (Apr - Mar), 2018"
Himachal Pradesh,2014-15,Foodgrains,Coarse Cereals,622.1,321.4,1936,2014,"Financial Year (Apr - Mar), 2014"
Meghalaya,2014-15,Foodgrains,Wheat,0.8,0.4,1226,2014,"Financial Year (Apr - Mar), 2014"
Karnataka,2019-20,Non Foodgrains,Cotton (Lintt),2330,817,485,2019,"Financial Year (Apr - Mar), 2019"
Nagaland,2014-15,Foodgrains,Pulses,42.4,37,1146,2014,"Financial Year (Apr - Mar), 2014"
Jharkhand,2011-12,Non Foodgrains,Sugarcane,457.3,6.6,69216,2011,"Financial Year (Apr - Mar), 2011"
Jammu and Kashmir,2015-16,Non Foodgrains,Sugarcane,0.3,0.2,1500,2015,"Financial Year (Apr - Mar), 2015"
Chhattisgarh,2018-19,Non Foodgrains,Sugarcane,1452.1,32.8,44340,2018,"Financial Year (Apr - Mar), 2018"
Haryana,2018-19,Non Foodgrains,Cotton (Lintt),2013,708,483,2018,"Financial Year (Apr - Mar), 2018"
Madhya Pradesh,2011-12,Non Foodgrains,Sugarcane,2677,69.2,38685,2011,"Financial Year (Apr - Mar), 2011"
Jammu and Kashmir,2013-14,Foodgrains,Rice,610.9,271.5,2250,2013,"Financial Year (Apr - Mar), 2013"
Telangana,2018-19,Fruits,Fruits,2034.3,175.9,,2018,"Financial Year (Apr - Mar), 2018"
Punjab,2014-15,Foodgrains,Coarse Cereals,499.4,137,3645,2014,"Financial Year (Apr - Mar), 2014"
Kerala,2015-16,Vegetables,Vegetables,2088.7,145,,2015,"Financial Year (Apr - Mar), 2015"
Jharkhand,2016-17,Fruits,Fruits,1048,100.8,,2016,"Financial Year (Apr - Mar), 2016"
Karnataka,2018-19,Foodgrains,Pulses,1773.9,3356.7,528,2018,"Financial Year (Apr - Mar), 2018"
West Bengal,2011-12,Foodgrains,Pulses,130.6,185,706,2011,"Financial Year (Apr - Mar), 2011"
Chhattisgarh,2019-20,Non Foodgrains,Cotton (Lintt),,,,2019,"Financial Year (Apr - Mar), 2019"
Kerala,2019-20,Foodgrains,Pulses,2.2,2.3,966,2019,"Financial Year (Apr - Mar), 2019"
Rajasthan,2018-19,Foodgrains,Pulses,3759.4,5907.6,636,2018,"Financial Year (Apr - Mar), 2018"
Haryana,2011-12,Foodgrains,Rice,3759,1235,3044,2011,"Financial Year (Apr - Mar), 2011"
Jammu and Kashmir,2014-15,Non Foodgrains,Cotton (Lintt),,,,2014,"Financial Year (Apr - Mar), 2014"
Maharashtra,2013-14,Non Foodgrains,Raw Jute & Mesta,35,22,286,2013,"Financial Year (Apr - Mar), 2013"
Andhra Pradesh,2011-12,Foodgrains,Pulses,933.6,1312.7,711,2011,"Financial Year (Apr - Mar), 2011"
Rajasthan,2014-15,Fruits,Fruits,735.6,39.4,,2014,"Financial Year (Apr - Mar), 2014"
Jammu and Kashmir,2018-19,Foodgrains,Coarse Cereals,594.2,298.7,1989,2018,"Financial Year (Apr - Mar), 2018"
Assam,2013-14,Foodgrains,Wheat,40.4,31.3,1292,2013,"Financial Year (Apr - Mar), 2013"
Maharashtra,2012-13,Foodgrains,Rice,3057,1557,1963,2012,"Financial Year (Apr - Mar), 2012"
Tamil Nadu,2012-13,Fruits,Fruits,6699.9,309.9,,2012,"Financial Year (Apr - Mar), 2012"
Tripura,2019-20,Foodgrains,Wheat,0.3,0.1,2230,2019,"Financial Year (Apr - Mar), 2019"
Rajasthan,2015-16,Foodgrains,Rice,369.8,182.9,2022,2015,"Financial Year (Apr - Mar), 2015"
Madhya Pradesh,2013-14,Foodgrains,Rice,2844.8,1930,1474,2013,"Financial Year (Apr - Mar), 2013"
Rajasthan,2015-16,Foodgrains,Coarse Cereals,5808.9,5818.3,998,2015,"Financial Year (Apr - Mar), 2015"
Puducherry,2012-13,Foodgrains,Rice,46.5,16.3,2857,2012,"Financial Year (Apr - Mar), 2012"
Telangana,2011-12,Non Foodgrains,Raw Jute & Mesta,,,,2011,"Financial Year (Apr - Mar), 2011"
Karnataka,2017-18,Foodgrains,Wheat,230.3,193,1774,2017,"Financial Year (Apr - Mar), 2017"
Goa,2018-19,Non Foodgrains,Sugarcane,35.3,0.9,39761,2018,"Financial Year (Apr - Mar), 2018"
Nagaland,2018-19,Foodgrains,Pulses,46.4,37.7,1230,2018,"Financial Year (Apr - Mar), 2018"
Kerala,2016-17,Fruits,Fruits,2509.1,251.4,,2016,"Financial Year (Apr - Mar), 2016"
Assam,2011-12,Non Foodgrains,Sugarcane,993.5,25.7,38611,2011,"Financial Year (Apr - Mar), 2011"
Karnataka,2015-16,Fruits,Fruits,7023.7,415.4,,2015,"Financial Year (Apr - Mar), 2015"
Manipur,2018-19,Non Foodgrains,Cotton (Lintt),,,,2018,"Financial Year (Apr - Mar), 2018"
Madhya Pradesh,2013-14,Foodgrains,Coarse Cereals,2551.8,1627.1,1568,2013,"Financial Year (Apr - Mar), 2013"
Mizoram,2018-19,Foodgrains,Wheat,,,2502,2018,"Financial Year (Apr - Mar), 2018"
Punjab,2017-18,Foodgrains,Wheat,17830.4,3512,5077,2017,"Financial Year (Apr - Mar), 2017"
West Bengal,2012-13,Foodgrains,Coarse Cereals,434.6,121.2,3585,2012,"Financial Year (Apr - Mar), 2012"
Arunachal Pradesh,2018-19,Non Foodgrains,Raw Jute & Mesta,,0,,2018,"Financial Year (Apr - Mar), 2018"
Mizoram,2011-12,Fruits,Fruits,275.7,43.7,,2011,"Financial Year (Apr - Mar), 2011"
Punjab,2018-19,Fruits,Fruits,2001.7,94.8,,2018,"Financial Year (Apr - Mar), 2018"
Assam,2015-16,Foodgrains,Wheat,34.3,21,1634,2015,"Financial Year (Apr - Mar), 2015"
Puducherry,2017-18,Foodgrains,Wheat,,,2163,2017,"Financial Year (Apr - Mar), 2017"
Punjab,2013-14,Foodgrains,Pulses,39.6,45.4,872,2013,"Financial Year (Apr - Mar), 2013"
Tripura,2011-12,Non Foodgrains,Cotton (Lintt),,,,2011,"Financial Year (Apr - Mar), 2011"
Delhi,2019-20,Foodgrains,Pulses,0,,2000,2019,"Financial Year (Apr - Mar), 2019"
Madhya Pradesh,2016-17,Foodgrains,Wheat,17939.3,6028,2011,2016,"Financial Year (Apr - Mar), 2016"
Odisha,2018-19,Fruits,Fruits,2361.1,337.3,,2018,"Financial Year (Apr - Mar), 2018"
Telangana,2012-13,Foodgrains,Pulses,490.3,611.1,802,2012,"Financial Year (Apr - Mar), 2012"
Puducherry,2012-13,Foodgrains,Wheat,,,1894,2012,"Financial Year (Apr - Mar), 2012"
Andhra Pradesh,2019-20,Vegetables,Vegetables,7774.5,250.7,,2019,"Financial Year (Apr - Mar), 2019"
Jharkhand,2014-15,Foodgrains,Coarse Cereals,487.7,284.5,1714,2014,"Financial Year (Apr - Mar), 2014"
Arunachal Pradesh,2016-17,Foodgrains,Wheat,7.7,3.9,1969,2016,"Financial Year (Apr - Mar), 2016"
Odisha,2019-20,Foodgrains,Coarse Cereals,237.1,141.5,1675,2019,"Financial Year (Apr - Mar), 2019"
Rajasthan,2016-17,Non Foodgrains,Raw Jute & Mesta,,,,2016,"Financial Year (Apr - Mar), 2016"
Himachal Pradesh,2012-13,Foodgrains,Rice,125.3,76.9,1629,2012,"Financial Year (Apr - Mar), 2012"
Uttar Pradesh,2018-19,Fruits,Fruits,10651.3,480.5,,2018,"Financial Year (Apr - Mar), 2018"
Assam,2014-15,Non Foodgrains,Cotton (Lintt),,,,2014,"Financial Year (Apr - Mar), 2014"
Andhra Pradesh,2015-16,Fruits,Fruits,10088.8,577,,2015,"Financial Year (Apr - Mar), 2015"
Karnataka,2019-20,Foodgrains,Rice,3634.5,1185,3067,2019,"Financial Year (Apr - Mar), 2019"
Telangana,2017-18,Vegetables,Vegetables,2753.8,139.3,,2017,"Financial Year (Apr - Mar), 2017"
Haryana,2015-16,Vegetables,Vegetables,6129.4,410.3,,2015,"Financial Year (Apr - Mar), 2015"
Manipur,2013-14,Non Foodgrains,Oilseeds,31,36.9,840,2013,"Financial Year (Apr - Mar), 2013"
Karnataka,2011-12,Vegetables,Vegetables,7662.5,454.7,,2011,"Financial Year (Apr - Mar), 2011"
Goa,2015-16,Foodgrains,Rice,115.1,41.3,2783,2015,"Financial Year (Apr - Mar), 2015"
Delhi,2017-18,Non Foodgrains,Oilseeds,4.5,3.6,1260,2017,"Financial Year (Apr - Mar), 2017"
Goa,2013-14,Non Foodgrains,Oilseeds,6.6,2.6,2544,2013,"Financial Year (Apr - Mar), 2013"
Chhattisgarh,2011-12,Vegetables,Vegetables,4582.6,351.6,,2011,"Financial Year (Apr - Mar), 2011"
Kerala,2011-12,Foodgrains,Wheat,,,,2011,"Financial Year (Apr - Mar), 2011"
Haryana,2016-17,Foodgrains,Coarse Cereals,1087,565,1924,2016,"Financial Year (Apr - Mar), 2016"
Manipur,2013-14,Foodgrains,Rice,398.5,222.8,1788,2013,"Financial Year (Apr - Mar), 2013"
Madhya Pradesh,2016-17,Vegetables,Vegetables,17928.5,920.6,,2016,"Financial Year (Apr - Mar), 2016"
Meghalaya,2013-14,Fruits,Fruits,348,35,,2013,"Financial Year (Apr - Mar), 2013"
Jammu and Kashmir,2016-17,Foodgrains,Coarse Cereals,561,333.2,1684,2016,"Financial Year (Apr - Mar), 2016"
Meghalaya,2018-19,Foodgrains,Rice,202,110.9,1821,2018,"Financial Year (Apr - Mar), 2018"
Tripura,2013-14,Vegetables,Vegetables,780.5,46.7,,2013,"Financial Year (Apr - Mar), 2013"
Madhya Pradesh,2015-16,Vegetables,Vegetables,15568.3,757.7,,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,2013-14,Foodgrains,Pulses,5.8,6.3,925,2013,"Financial Year (Apr - Mar), 2013"
Madhya Pradesh,2019-20,Non Foodgrains,Sugarcane,7433.8,125,59470,2019,"Financial Year (Apr - Mar), 2019"
Goa,2011-12,Foodgrains,Rice,121.8,47.2,2577,2011,"Financial Year (Apr - Mar), 2011"
Assam,2019-20,Vegetables,Vegetables,4012.4,319,,2019,"Financial Year (Apr - Mar), 2019"
Maharashtra,2014-15,Foodgrains,Wheat,1308,1067,1318,2014,"Financial Year (Apr - Mar), 2014"
Arunachal Pradesh,2011-12,Vegetables,Vegetables,83.5,6.3,,2011,"Financial Year (Apr - Mar), 2011"
Puducherry,2016-17,Non Foodgrains,Oilseeds,0.8,0.3,2511,2016,"Financial Year (Apr - Mar), 2016"
Gujarat,2018-19,Fruits,Fruits,9227.8,433.8,,2018,"Financial Year (Apr - Mar), 2018"
Mizoram,2019-20,Foodgrains,Wheat,,,2502,2019,"Financial Year (Apr - Mar), 2019"
Karnataka,2016-17,Non Foodgrains,Sugarcane,27378,397,68962,2016,"Financial Year (Apr - Mar), 2016"
Jharkhand,2012-13,Fruits,Fruits,889.7,93,,2012,"Financial Year (Apr - Mar), 2012"
Bihar,2013-14,Non Foodgrains,Cotton (Lintt),,,,2013,"Financial Year (Apr - Mar), 2013"
Haryana,2016-17,Foodgrains,Wheat,11546.8,2558,,2016,"Financial Year (Apr - Mar), 2016"
Meghalaya,2014-15,Non Foodgrains,Cotton (Lintt),,,,2014,"Financial Year (Apr - Mar), 2014"
Nagaland,2016-17,Vegetables,Vegetables,564.6,47.2,,2016,"Financial Year (Apr - Mar), 2016"
Uttar Pradesh,2018-19,Foodgrains,Coarse Cereals,3948.8,1914,2063,2018,"Financial Year (Apr - Mar), 2018"
West Bengal,2011-12,Non Foodgrains,Cotton (Lintt),,,,2011,"Financial Year (Apr - Mar), 2011"
Jammu and Kashmir,2013-14,Vegetables,Vegetables,1395.5,63.1,,2013,"Financial Year (Apr - Mar), 2013"
Himachal Pradesh,2018-19,Fruits,Fruits,571.7,230.9,,2018,"Financial Year (Apr - Mar), 2018"
Punjab,2012-13,Foodgrains,Pulses,53,64.4,823,2012,"Financial Year (Apr - Mar), 2012"
Tripura,2017-18,Foodgrains,Rice,812.1,274.1,2963,2017,"Financial Year (Apr - Mar), 2017"
Meghalaya,2017-18,Non Foodgrains,Cotton (Lintt),,,,2017,"Financial Year (Apr - Mar), 2017"
Meghalaya,2017-18,Non Foodgrains,Sugarcane,0.4,0.1,2983,2017,"Financial Year (Apr - Mar), 2017"
Bihar,2013-14,Foodgrains,Pulses,522,500,1044,2013,"Financial Year (Apr - Mar), 2013"
Nagaland,2012-13,Vegetables,Vegetables,207.7,26,,2012,"Financial Year (Apr - Mar), 2012"
Maharashtra,2018-19,Vegetables,Vegetables,11283.2,649.8,,2018,"Financial Year (Apr - Mar), 2018"
Chhattisgarh,2017-18,Non Foodgrains,Cotton (Lintt),,,,2017,"Financial Year (Apr - Mar), 2017"
Himachal Pradesh,2015-16,Foodgrains,Coarse Cereals,777,319.6,2431,2015,"Financial Year (Apr - Mar), 2015"
Haryana,2017-18,Foodgrains,Wheat,10765.3,2440,,2017,"Financial Year (Apr - Mar), 2017"
Andhra Pradesh,2012-13,Foodgrains,Wheat,1,8,125,2012,"Financial Year (Apr - Mar), 2012"
Himachal Pradesh,2016-17,Foodgrains,Coarse Cereals,826.4,321.8,2568,2016,"Financial Year (Apr - Mar), 2016"
Rajasthan,2016-17,Non Foodgrains,Sugarcane,488.7,6.9,71294,2016,"Financial Year (Apr - Mar), 2016"
Goa,2014-15,Foodgrains,Pulses,8.1,8.5,944,2014,"Financial Year (Apr - Mar), 2014"
Bihar,2016-17,Foodgrains,Rice,8239.3,3339.8,2467,2016,"Financial Year (Apr - Mar), 2016"
Maharashtra,2015-16,Fruits,Fruits,9749.8,736.7,,2015,"Financial Year (Apr - Mar), 2015"
Chhattisgarh,2012-13,Vegetables,Vegetables,4993.9,380.7,,2012,"Financial Year (Apr - Mar), 2012"
Tamil Nadu,2017-18,Fruits,Fruits,5680.5,291.4,,2017,"Financial Year (Apr - Mar), 2017"
Telangana,2011-12,Foodgrains,Coarse Cereals,2038.8,732,2785,2011,"Financial Year (Apr - Mar), 2011"
Arunachal Pradesh,2012-13,Foodgrains,Coarse Cereals,91.6,70.2,1306,2012,"Financial Year (Apr - Mar), 2012"
Karnataka,2017-18,Non Foodgrains,Raw Jute & Mesta,,,,2017,"Financial Year (Apr - Mar), 2017"
Odisha,2014-15,Foodgrains,Pulses,439.3,826.4,532,2014,"Financial Year (Apr - Mar), 2014"
Karnataka,2014-15,Non Foodgrains,Oilseeds,959,1373,698,2014,"Financial Year (Apr - Mar), 2014"
West Bengal,2014-15,Foodgrains,Pulses,236.5,251.3,941,2014,"Financial Year (Apr - Mar), 2014"
Jammu and Kashmir,2017-18,Non Foodgrains,Cotton (Lintt),,,,2017,"Financial Year (Apr - Mar), 2017"
Andhra Pradesh,2013-14,Vegetables,Vegetables,8149.8,439.6,,2013,"Financial Year (Apr - Mar), 2013"
Punjab,2014-15,Foodgrains,Pulses,41.6,49.2,846,2014,"Financial Year (Apr - Mar), 2014"
Arunachal Pradesh,2013-14,Foodgrains,Wheat,4.5,3,1510,2013,"Financial Year (Apr - Mar), 2013"
Bihar,2018-19,Foodgrains,Wheat,6465.6,2156.7,2998,2018,"Financial Year (Apr - Mar), 2018"
Bihar,2017-18,Foodgrains,Rice,8093.1,3307,2447,2017,"Financial Year (Apr - Mar), 2017"
Chhattisgarh,2019-20,Fruits,Fruits,2561.3,232.5,,2019,"Financial Year (Apr - Mar), 2019"
Tamil Nadu,2014-15,Foodgrains,Pulses,753.2,883.9,852,2014,"Financial Year (Apr - Mar), 2014"
Karnataka,2014-15,Non Foodgrains,Sugarcane,43776,480,91200,2014,"Financial Year (Apr - Mar), 2014"
